Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  02.12.2016;159,96;161,13;159,81;161,00;1.087.699
  05.12.2016;161,45;161,45;159,86;160,45;1.469.555
  06.12.2016;160,49;160,73;159,82;160,05;1.337.020
  07.12.2016;159,74;160,51;159,70;160,32;320.387
  08.12.2016;161,63;161,78;159,91;161,12;1.270.178
  09.12.2016;161,10;162,29;161,00;161,86;831.590
  12.12.2016;161,38;161,40;160,80;161,05;670.240
  13.12.2016;161,37;161,95;161,08;161,71;636.788
  14.12.2016;161,94;162,62;161,69;162,46;642.455
  15.12.2016;161,80;162,03;161,19;161,58;762.175
  16.12.2016;161,91;162,58;161,82;162,19;538.154
  19.12.2016;162,12;163,52;162,04;163,15;503.825
  20.12.2016;163,20;163,29;162,84;163,04;419.127
  21.12.2016;163,13;163,36;163,01;163,28;333.416
  22.12.2016;163,33;163,45;162,88;163,17;314.174
  23.12.2016;163,23;163,79;163,17;163,66;165.089
  27.12.2016;163,55;164,18;163,55;164,15;147.972
  28.12.2016;164,18;164,33;163,89;164,05;229.485
  29.12.2016;164,44;164,65;164,27;164,60;262.382
  30.12.2016;164,55;164,56;164,09;164,15;294.899
  02.01.2017;164,07;164,94;164,07;164,47;122.457
  03.01.2017;164,39;164,52;162,99;163,21;827.259
  04.01.2017;163,46;163,62;163,10;163,19;651.828
  05.01.2017;163,51;163,74;162,81;163,54;1.015.683
  06.01.2017;163,64;163,67;162,67;162,84;634.766
  09.01.2017;162,70;163,33;162,47;162,95;595.308
  10.01.2017;163,14;163,36;162,92;163,12;616.216
  11.01.2017;163,16;163,98;163,04;163,48;904.559
  12.01.2017;163,86;164,19;163,52;163,89;821.457
  13.01.2017;163,52;164,04;163,14;163,41;743.874
  16.01.2017;163,83;163,92;163,39;163,58;454.919
  17.01.2017;163,73;164,45;163,71;163,90;875.082
  18.01.2017;163,81;163,82;163,04;163,42;781.537
  19.01.2017;163,00;163,15;162,62;163,03;858.101
  20.01.2017;163,18;163,28;162,20;162,29;724.937
  23.01.2017;162,77;163,38;162,45;163,13;792.137
  24.01.2017;163,14;163,23;162,48;162,76;721.363
  25.01.2017;162,44;162,49;161,52;161,76;1.041.386
  26.01.2017;161,60;161,88;161,31;161,43;868.899
  27.01.2017;161,54;161,93;161,49;161,85;698.470
  30.01.2017;161,93;162,22;161,35;162,07;810.045
  31.01.2017;162,07;162,29;161,49;162,13;998.807
  01.02.2017;161,90;162,02;161,51;161,61;736.809
  02.02.2017;161,94;162,56;161,63;162,37;854.784
  03.02.2017;162,15;162,68;162,01;162,49;654.072
  06.02.2017;162,50;163,48;162,44;163,19;933.206
  07.02.2017;163,49;163,74;162,97;163,38;964.480
  08.02.2017;163,53;164,41;163,44;164,22;990.507
  09.02.2017;164,21;164,46;163,97;164,23;768.696
  10.02.2017;163,96;164,17;163,76;163,91;637.869
  13.02.2017;163,93;164,03;163,68;163,76;509.802
  14.02.2017;163,97;164,07;163,26;163,42;738.860
  15.02.2017;163,52;163,55;163,13;163,30;664.104
  16.02.2017;163,48;163,88;163,32;163,84;753.009
  17.02.2017;163,79;164,64;163,62;164,43;737.424
  20.02.2017;164,28;164,68;164,18;164,58;414.933
  21.02.2017;164,57;164,64;164,09;164,41;690.638
  22.02.2017;164,35;165,53;164,31;164,99;1.135.275
  23.02.2017;165,10;165,80;164,84;165,64;775.469
  24.02.2017;165,72;166,40;165,60;166,21;839.737
  27.02.2017;166,22;166,32;165,90;166,08;639.996
  28.02.2017;166,04;166,22;165,70;166,05;963.806
  01.03.2017;165,78;165,90;164,75;164,93;1.406.475
  02.03.2017;164,99;164,99;164,42;164,61;1.294.576
  03.03.2017;164,80;164,85;163,89;163,98;1.535.914
  06.03.2017;164,14;164,54;164,05;164,09;1.264.538
  07.03.2017;164,14;164,76;164,07;164,39;314.992
  08.03.2017;161,27;161,29;160,46;160,50;728.963
  09.03.2017;160,53;160,66;159,57;159,99;920.010
  10.03.2017;159,63;159,85;158,87;159,01;935.153
  13.03.2017;159,09;159,68;158,94;159,19;601.360
  14.03.2017;159,03;159,66;158,73;159,56;725.483
  15.03.2017;159,55;160,45;159,42;160,09;674.155
  16.03.2017;160,23;160,38;159,16;159,72;795.568
  17.03.2017;159,33;159,89;159,09;159,82;630.042
  20.03.2017;159,93;159,96;159,38;159,78;519.561
  21.03.2017;159,69;159,84;159,12;159,56;878.578
  22.03.2017;159,72;160,33;159,65;160,20;825.974
  23.03.2017;160,12;160,47;159,88;160,03;743.598
  24.03.2017;159,94;160,35;159,73;160,22;529.624
  27.03.2017;160,51;161,00;160,23;160,26;709.696
  28.03.2017;160,22;160,71;160,14;160,60;669.740
  29.03.2017;160,24;161,24;160,18;161,15;789.063
  30.03.2017;161,16;161,57;161,06;161,44;703.171
  31.03.2017;161,46;161,53;161,21;161,42;615.983
  03.04.2017;161,40;162,18;161,34;162,09;619.839
  04.04.2017;162,21;162,72;162,17;162,53;830.775
  05.04.2017;162,53;162,69;162,02;162,40;649.830
  06.04.2017;162,63;162,67;162,25;162,39;584.639
  07.04.2017;162,78;163,05;162,50;162,85;586.231
  10.04.2017;162,59;163,30;162,59;162,99;505.324
  11.04.2017;163,28;163,39;162,87;163,21;653.488
  12.04.2017;163,26;163,53;163,01;163,25;532.395
  13.04.2017;163,58;163,82;163,41;163,54;487.322
  18.04.2017;163,60;163,99;163,34;163,68;564.087
  19.04.2017;163,77;163,80;163,16;163,25;622.919
  20.04.2017;163,39;163,44;162,52;162,74;704.663
  21.04.2017;162,91;162,94;162,49;162,74;520.071
  24.04.2017;161,52;161,63;160,93;161,35;975.380
  25.04.2017;161,32;161,47;160,65;160,98;834.037
  26.04.2017;160,70;161,36;160,64;161,27;700.796
  27.04.2017;161,25;162,15;161,02;162,01;734.720
  28.04.2017;161,94;161,98;161,26;161,78;750.990
  02.05.2017;161,70;161,81;161,45;161,69;448.798
  03.05.2017;161,77;161,94;161,53;161,69;499.191
  04.05.2017;161,53;161,53;160,74;160,90;762.072
  05.05.2017;161,00;161,17;160,37;160,46;671.872
  08.05.2017;160,29;160,98;160,25;160,46;643.313
  09.05.2017;160,47;160,48;160,11;160,29;631.159
  10.05.2017;160,41;160,83;160,22;160,60;597.908
  11.05.2017;160,30;160,56;160,00;160,42;683.190
  12.05.2017;160,50;160,99;160,41;160,88;572.520
  15.05.2017;160,84;160,89;160,46;160,51;527.793
  16.05.2017;160,61;160,63;160,17;160,48;665.102
  17.05.2017;160,58;161,57;160,47;161,06;841.676
  18.05.2017;161,25;162,02;161,10;161,53;970.170
  19.05.2017;161,46;161,55;161,17;161,30;461.792
  22.05.2017;161,22;161,47;160,79;160,99;527.450
  23.05.2017;161,09;161,32;160,59;160,87;628.274
  24.05.2017;160,80;161,13;160,68;160,80;620.197
  25.05.2017;161,10;161,43;161,02;161,31;513.960
  26.05.2017;161,48;161,88;161,33;161,79;607.562
  29.05.2017;161,80;162,32;161,68;162,28;253.709
  30.05.2017;162,29;162,43;162,06;162,33;733.881
  31.05.2017;162,42;162,45;162,07;162,32;885.648
  01.06.2017;162,19;162,32;161,95;162,28;830.622
  02.06.2017;162,13;162,77;162,13;162,69;1.043.790
  05.06.2017;162,62;162,68;162,33;162,49;903.379
  06.06.2017;162,60;162,99;162,55;162,92;1.391.444
  07.06.2017;162,78;163,03;162,63;162,87;343.912
  08.06.2017;164,81;165,18;164,50;164,97;739.611
  09.06.2017;165,14;165,18;164,74;164,87;463.126
  12.06.2017;164,95;165,26;164,86;165,10;451.825
  13.06.2017;165,09;165,13;164,72;164,93;466.634
  14.06.2017;165,05;165,55;164,83;165,46;641.317
  15.06.2017;165,33;165,44;164,40;164,59;692.447
  16.06.2017;164,54;164,76;164,13;164,73;504.230
  19.06.2017;164,68;164,82;164,43;164,65;450.922
  20.06.2017;164,65;165,02;164,60;164,92;470.855
  21.06.2017;165,00;165,29;164,79;164,97;624.758
  22.06.2017;164,99;165,25;164,88;165,09;591.341
  23.06.2017;165,05;165,16;164,94;165,07;431.153
  26.06.2017;165,00;165,44;164,99;165,14;543.634
  27.06.2017;165,13;165,33;163,13;163,75;1.059.385
  28.06.2017;163,05;164,04;162,78;163,45;1.146.467
  29.06.2017;163,30;163,31;162,06;162,17;998.350
  30.06.2017;162,05;162,60;161,65;161,87;922.544
  03.07.2017;161,55;162,32;161,52;161,65;557.273
  04.07.2017;161,92;162,20;161,80;161,85;396.584
  05.07.2017;161,85;162,12;161,54;161,93;636.297
  06.07.2017;161,83;161,90;160,43;160,50;1.164.137
  07.07.2017;160,54;160,73;160,31;160,49;744.103
  10.07.2017;160,44;161,13;160,44;160,94;569.697
  11.07.2017;160,78;160,95;160,48;160,69;546.216
  12.07.2017;160,97;161,44;160,83;161,42;664.554
  13.07.2017;161,44;161,92;161,02;161,15;753.256
  14.07.2017;161,35;161,75;161,06;161,14;491.539
  17.07.2017;161,08;161,53;161,06;161,28;358.167
  18.07.2017;161,45;161,77;161,24;161,61;555.077
  19.07.2017;161,61;162,03;161,57;161,92;485.102
  20.07.2017;161,83;162,14;161,55;161,93;859.588
  21.07.2017;162,02;162,56;161,99;162,48;490.159
  24.07.2017;162,34;162,67;162,26;162,54;354.743
  25.07.2017;162,47;162,56;161,56;161,60;632.492
  26.07.2017;161,71;162,10;161,64;161,78;453.647
  27.07.2017;162,01;162,50;161,95;162,23;541.869
  28.07.2017;162,19;162,38;161,37;161,98;698.629
  31.07.2017;162,08;162,19;161,72;161,95;483.656
  01.08.2017;161,88;162,94;161,82;162,80;649.442
  02.08.2017;162,89;162,97;162,63;162,86;470.104
  03.08.2017;162,86;163,48;162,71;163,30;538.796
 
