Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  30.09.2006;118,31;118,70;116,84;118,10;0
  02.10.2006;118,01;118,38;117,83;118,27;1.133.953
  03.10.2006;118,23;118,35;117,82;117,95;1.231.576
  04.10.2006;117,88;118,35;117,76;118,35;1.348.067
  05.10.2006;118,25;118,37;118,04;118,10;1.234.759
  06.10.2006;118,13;118,60;117,67;117,68;1.620.512
  09.10.2006;117,78;117,80;117,63;117,71;526.864
  10.10.2006;117,67;117,71;117,20;117,21;1.584.392
  11.10.2006;117,28;117,46;117,03;117,09;1.235.097
  12.10.2006;117,06;117,47;117,03;117,28;1.186.446
  13.10.2006;117,27;117,50;116,98;117,04;1.238.821
  16.10.2006;116,96;117,19;116,95;117,09;842.967
  17.10.2006;117,08;117,40;117,07;117,24;1.171.175
  18.10.2006;117,22;117,37;117,04;117,19;1.360.806
  19.10.2006;117,14;117,25;116,86;116,97;1.405.271
  20.10.2006;116,96;117,23;116,91;116,98;866.958
  23.10.2006;116,95;116,95;116,58;116,65;978.633
  24.10.2006;116,58;116,79;116,53;116,63;1.104.602
  25.10.2006;116,60;116,73;116,43;116,73;1.004.515
  26.10.2006;116,72;116,84;116,59;116,82;1.139.749
  27.10.2006;116,78;117,31;116,70;117,23;1.491.200
  30.10.2006;117,24;117,45;117,18;117,43;990.113
  31.10.2006;118,01;118,60;116,43;117,82;1.538.571
  01.11.2006;117,82;118,20;117,72;118,18;1.253.763
  02.11.2006;118,07;118,13;117,77;117,84;1.326.922
  03.11.2006;117,90;118,19;117,43;117,44;1.399.472
  06.11.2006;117,44;117,52;117,30;117,45;709.321
  07.11.2006;117,49;117,87;117,43;117,76;1.299.665
  08.11.2006;117,81;118,00;117,59;117,78;1.342.498
  09.11.2006;117,82;117,87;117,61;117,85;966.788
  10.11.2006;117,91;118,16;117,89;118,03;1.126.886
  13.11.2006;118,03;118,31;117,79;117,92;1.286.155
  14.11.2006;117,77;118,26;117,66;118,06;1.432.392
  15.11.2006;118,01;118,27;117,81;117,82;1.503.745
  16.11.2006;117,81;118,17;117,56;117,65;1.497.470
  17.11.2006;117,68;118,16;117,47;118,07;1.552.592
  20.11.2006;118,13;118,29;118,07;118,24;829.802
  21.11.2006;118,30;118,40;118,08;118,27;918.967
  22.11.2006;118,27;118,32;118,10;118,25;821.715
  23.11.2006;118,21;118,32;117,90;118,02;744.815
  24.11.2006;118,09;118,49;117,98;118,32;901.069
  27.11.2006;118,31;118,43;118,04;118,40;1.030.732
  28.11.2006;118,39;118,55;118,25;118,44;1.296.969
  29.11.2006;118,42;118,47;118,12;118,13;1.212.409
  30.11.2006;117,82;118,55;117,30;118,48;1.576.695
  01.12.2006;118,52;118,88;118,34;118,73;1.614.615
  04.12.2006;118,68;118,73;118,59;118,68;1.072.533
  05.12.2006;118,69;118,80;118,43;118,63;1.767.005
  06.12.2006;118,61;118,70;118,36;118,44;1.092.980
  07.12.2006;118,66;118,82;118,31;118,42;1.164.233
  08.12.2006;118,40;118,67;118,05;118,08;1.357.545
  11.12.2006;118,11;118,24;117,99;118,08;771.313
  12.12.2006;118,11;118,20;117,97;118,12;811.392
  13.12.2006;118,22;118,53;117,79;117,84;1.460.496
  14.12.2006;117,90;117,98;117,53;117,58;1.116.757
  15.12.2006;117,51;117,87;117,27;117,33;1.250.490
  18.12.2006;117,34;117,46;117,06;117,15;614.139
  19.12.2006;117,21;117,36;116,81;116,82;1.061.601
  20.12.2006;116,87;117,03;116,73;116,89;630.029
  21.12.2006;116,88;116,96;116,66;116,95;558.656
  22.12.2006;116,87;116,98;116,49;116,68;387.555
  27.12.2006;116,47;116,73;116,21;116,24;312.262
  28.12.2006;116,20;116,35;115,96;116,12;421.887
  29.12.2006;116,15;116,37;116,01;116,03;241.123
  31.12.2006;118,52;118,88;115,96;116,03;0
  02.01.2007;116,01;116,44;116,01;116,24;520.440
  03.01.2007;116,24;116,46;116,13;116,25;1.023.902
  04.01.2007;116,25;116,42;116,15;116,36;886.995
  05.01.2007;116,38;116,55;115,75;115,99;1.243.703
  08.01.2007;116,01;116,05;115,84;115,98;761.674
