"id";"code";"datum";"frist";"pbull";"pneutral";"pbear";"ibull";"ineutral";"ibear";"freigabe"
"1630";"TD";"2002-03-15";"K";"38";"67";"30";"10";"28";"14";"0000-00-00 00:00:00"
"5512";"TD";"2002-03-15";"M";"58";"53";"24";"17";"24";"12";"0000-00-00 00:00:00"
"1631";"TD";"2002-03-22";"K";"61";"57";"26";"14";"17";"14";"0000-00-00 00:00:00"
"5513";"TD";"2002-03-22";"M";"55";"63";"25";"13";"17";"16";"0000-00-00 00:00:00"
"1632";"TD";"2002-04-05";"K";"24";"66";"50";"5";"20";"17";"0000-00-00 00:00:00"
"5514";"TD";"2002-04-05";"M";"49";"59";"33";"11";"16";"16";"0000-00-00 00:00:00"
"1633";"TD";"2002-04-12";"K";"22";"54";"83";"7";"21";"25";"0000-00-00 00:00:00"
"5515";"TD";"2002-04-12";"M";"42";"65";"52";"11";"21";"21";"0000-00-00 00:00:00"
"1634";"TD";"2002-04-19";"K";"24";"67";"63";"10";"22";"22";"0000-00-00 00:00:00"
"5516";"TD";"2002-04-19";"M";"44";"61";"49";"15";"20";"20";"0000-00-00 00:00:00"
"1635";"TD";"2002-04-26";"K";"31";"54";"71";"11";"16";"22";"0000-00-00 00:00:00"
"5517";"TD";"2002-04-26";"M";"36";"66";"52";"15";"14";"22";"0000-00-00 00:00:00"
"1636";"TD";"2002-05-03";"K";"14";"52";"78";"8";"14";"22";"0000-00-00 00:00:00"
"5518";"TD";"2002-05-03";"M";"39";"51";"53";"9";"16";"19";"0000-00-00 00:00:00"
"1637";"TD";"2002-05-10";"K";"31";"50";"64";"10";"22";"9";"0000-00-00 00:00:00"
"5519";"TD";"2002-05-10";"M";"38";"55";"48";"13";"15";"14";"0000-00-00 00:00:00"
"1638";"TD";"2002-05-17";"K";"60";"64";"31";"11";"16";"10";"0000-00-00 00:00:00"
"5520";"TD";"2002-05-17";"M";"45";"61";"48";"14";"10";"13";"0000-00-00 00:00:00"
"1639";"TD";"2002-05-24";"K";"35";"62";"50";"15";"22";"15";"0000-00-00 00:00:00"
"5521";"TD";"2002-05-24";"M";"39";"67";"40";"16";"18";"18";"0000-00-00 00:00:00"
"1640";"TD";"2002-05-31";"K";"42";"70";"79";"14";"14";"14";"0000-00-00 00:00:00"
"5522";"TD";"2002-05-31";"M";"50";"75";"61";"14";"19";"10";"0000-00-00 00:00:00"
"1641";"TD";"2002-06-07";"K";"33";"52";"102";"12";"13";"22";"0000-00-00 00:00:00"
"5523";"TD";"2002-06-07";"M";"40";"80";"68";"12";"16";"19";"0000-00-00 00:00:00"
"1642";"TD";"2002-06-14";"K";"39";"39";"87";"9";"16";"23";"0000-00-00 00:00:00"
"5524";"TD";"2002-06-14";"M";"51";"54";"60";"12";"18";"18";"0000-00-00 00:00:00"
"1643";"TD";"2002-06-21";"K";"41";"37";"78";"13";"15";"20";"0000-00-00 00:00:00"
"5525";"TD";"2002-06-21";"M";"31";"60";"62";"17";"13";"18";"0000-00-00 00:00:00"
"1644";"TD";"2002-06-28";"K";"68";"71";"58";"24";"14";"8";"0000-00-00 00:00:00"
"5526";"TD";"2002-06-28";"M";"45";"77";"73";"16";"16";"14";"0000-00-00 00:00:00"
"1645";"TD";"2002-07-05";"K";"72";"57";"46";"17";"18";"13";"0000-00-00 00:00:00"
"5527";"TD";"2002-07-05";"M";"43";"70";"62";"14";"17";"17";"0000-00-00 00:00:00"
"1646";"TD";"2002-07-12";"K";"59";"60";"51";"17";"19";"19";"0000-00-00 00:00:00"
"5528";"TD";"2002-07-12";"M";"43";"69";"57";"19";"16";"20";"0000-00-00 00:00:00"
"1647";"TD";"2002-07-19";"K";"40";"50";"101";"18";"19";"15";"0000-00-00 00:00:00"
"5529";"TD";"2002-07-19";"M";"44";"71";"74";"17";"17";"18";"0000-00-00 00:00:00"
"1648";"TD";"2002-07-26";"K";"52";"66";"82";"14";"15";"15";"0000-00-00 00:00:00"
"5530";"TD";"2002-07-26";"M";"45";"74";"78";"11";"17";"16";"0000-00-00 00:00:00"
"1649";"TD";"2002-08-02";"K";"23";"71";"94";"10";"17";"18";"0000-00-00 00:00:00"
"5531";"TD";"2002-08-02";"M";"40";"77";"67";"9";"24";"12";"0000-00-00 00:00:00"
"1650";"TD";"2002-08-09";"K";"47";"86";"43";"18";"25";"6";"0000-00-00 00:00:00"
"5532";"TD";"2002-08-09";"M";"48";"74";"53";"12";"23";"14";"0000-00-00 00:00:00"
"1651";"TD";"2002-08-16";"K";"53";"72";"56";"14";"18";"12";"0000-00-00 00:00:00"
"5533";"TD";"2002-08-16";"M";"41";"68";"72";"8";"20";"17";"0000-00-00 00:00:00"
"1652";"TD";"2002-08-23";"K";"53";"72";"46";"18";"23";"8";"0000-00-00 00:00:00"
"5534";"TD";"2002-08-23";"M";"53";"60";"58";"18";"19";"13";"0000-00-00 00:00:00"
"1653";"TD";"2002-08-30";"K";"26";"68";"71";"12";"21";"16";"0000-00-00 00:00:00"
"5535";"TD";"2002-08-30";"M";"41";"71";"54";"15";"19";"14";"0000-00-00 00:00:00"
